FTHG,FTAG,HTR,HTHG,AST,HTAG,AF,HST,BWA,HS
0.0,1.0,1,0.0,4.0,0.0,11.0,3.0,2.35,7.0
5.0,1.0,1,1.0,4.0,1.0,5.0,8.0,5.0,15.0
1.0,1.0,0,0.0,4.0,1.0,20.0,1.0,4.0,4.0
1.0,0.0,1,0.0,2.0,0.0,4.0,7.0,6.5,19.0
1.0,2.0,0,0.0,9.0,1.0,11.0,2.0,3.5,13.0
1.0,0.0,2,1.0,2.0,0.0,13.0,3.0,7.25,5.0
2.0,1.0,2,1.0,3.0,0.0,16.0,5.0,4.6,9.0
2.0,3.0,1,1.0,6.0,1.0,16.0,4.0,4.6,16.0
1.0,1.0,1,0.0,4.0,0.0,21.0,4.0,2.35,7.0
3.0,1.0,2,2.0,2.0,0.0,10.0,4.0,7.75,10.0
1.0,1.0,1,0.0,4.0,0.0,17.0,6.0,4.5,15.0
0.0,0.0,1,0.0,3.0,0.0,18.0,2.0,2.1,7.0
0.0,0.0,1,0.0,3.0,0.0,20.0,3.0,3.9,9.0
3.0,1.0,2,2.0,2.0,1.0,11.0,7.0,7.5,19.0
2.0,2.0,2,1.0,6.0,0.0,7.0,6.0,7.75,15.0
0.0,3.0,0,0.0,7.0,2.0,13.0,3.0,3.1,3.0
1.0,0.0,1,0.0,2.0,0.0,10.0,4.0,3.2,10.0
1.0,1.0,0,0.0,2.0,1.0,15.0,6.0,7.5,17.0
2.0,1.0,2,2.0,5.0,0.0,13.0,4.0,1.78,13.0
4.0,0.0,2,2.0,0.0,0.0,15.0,9.0,13.0,12.0
0.0,1.0,0,0.0,8.0,1.0,9.0,3.0,1.95,11.0
1.0,2.0,0,0.0,3.0,2.0,6.0,2.0,2.6,7.0
6.0,1.0,2,4.0,5.0,0.0,13.0,11.0,7.25,18.0
1.0,2.0,0,0.0,4.0,1.0,12.0,3.0,3.2,10.0
0.0,0.0,1,0.0,1.0,0.0,8.0,2.0,3.5,12.0
1.0,0.0,1,0.0,1.0,0.0,14.0,1.0,5.75,10.0
1.0,2.0,1,0.0,8.0,0.0,13.0,2.0,3.6,10.0
4.0,0.0,2,2.0,3.0,0.0,14.0,10.0,5.25,17.0
2.0,2.0,2,2.0,7.0,0.0,11.0,6.0,2.8,9.0
1.0,1.0,0,0.0,6.0,1.0,7.0,3.0,2.2,7.0
1.0,1.0,1,0.0,4.0,0.0,11.0,4.0,10.0,20.0
7.0,2.0,1,1.0,3.0,1.0,5.0,9.0,4.5,15.0
3.0,1.0,2,3.0,10.0,0.0,17.0,4.0,2.5,8.0
2.0,0.0,2,2.0,7.0,0.0,13.0,4.0,2.45,11.0
3.0,2.0,1,2.0,5.0,2.0,9.0,7.0,5.0,18.0
0.0,2.0,0,0.0,9.0,2.0,14.0,4.0,1.43,12.0
1.0,2.0,1,0.0,3.0,0.0,11.0,2.0,1.55,12.0
1.0,0.0,1,0.0,3.0,0.0,9.0,7.0,4.4,13.0
0.0,0.0,1,0.0,4.0,0.0,16.0,7.0,3.1,16.0
1.0,2.0,1,1.0,2.0,1.0,20.0,3.0,4.2,17.0
0.0,3.0,0,0.0,7.0,2.0,9.0,5.0,1.95,13.0
1.0,1.0,2,1.0,4.0,0.0,13.0,5.0,3.8,12.0
0.0,2.0,0,0.0,9.0,1.0,10.0,3.0,1.36,7.0
3.0,1.0,2,2.0,4.0,0.0,11.0,12.0,4.33,18.0
2.0,1.0,2,2.0,4.0,1.0,10.0,3.0,2.37,10.0
1.0,1.0,0,0.0,6.0,1.0,10.0,6.0,3.1,19.0
0.0,2.0,0,0.0,4.0,1.0,10.0,0.0,2.75,12.0
1.0,3.0,0,0.0,6.0,2.0,12.0,3.0,2.35,13.0
1.0,2.0,0,1.0,5.0,2.0,19.0,2.0,2.05,15.0
2.0,1.0,1,1.0,3.0,1.0,11.0,4.0,7.5,14.0
2.0,0.0,2,1.0,7.0,0.0,13.0,4.0,3.8,7.0
2.0,0.0,2,2.0,0.0,0.0,9.0,6.0,6.75,11.0
4.0,0.0,2,1.0,2.0,0.0,18.0,4.0,5.25,8.0
1.0,2.0,1,0.0,6.0,0.0,7.0,6.0,3.7,19.0
0.0,3.0,1,0.0,5.0,0.0,13.0,2.0,1.68,8.0
1.0,4.0,0,1.0,4.0,2.0,10.0,3.0,2.0,20.0
0.0,1.0,0,0.0,2.0,1.0,13.0,4.0,5.25,20.0
2.0,1.0,2,2.0,7.0,0.0,14.0,7.0,2.45,9.0
3.0,0.0,2,1.0,3.0,0.0,8.0,8.0,2.75,28.0
1.0,1.0,0,0.0,2.0,1.0,9.0,5.0,6.5,21.0
2.0,1.0,1,1.0,2.0,1.0,16.0,4.0,3.3,8.0
4.0,0.0,2,2.0,1.0,0.0,11.0,6.0,11.5,21.0
2.0,1.0,2,2.0,4.0,0.0,8.0,3.0,2.4,3.0
0.0,2.0,0,0.0,8.0,1.0,9.0,1.0,2.7,9.0
1.0,1.0,0,0.0,5.0,1.0,10.0,3.0,2.3,11.0
1.0,0.0,1,0.0,2.0,0.0,18.0,4.0,8.75,17.0
2.0,3.0,2,2.0,2.0,1.0,17.0,5.0,5.25,8.0
1.0,4.0,0,0.0,5.0,2.0,13.0,3.0,2.55,12.0
2.0,0.0,2,1.0,1.0,0.0,19.0,6.0,2.75,10.0
3.0,1.0,2,1.0,3.0,0.0,12.0,7.0,7.25,14.0
1.0,0.0,1,0.0,6.0,0.0,9.0,4.0,3.4,14.0
4.0,0.0,2,1.0,3.0,0.0,10.0,7.0,5.5,12.0
0.0,1.0,0,0.0,4.0,1.0,11.0,1.0,2.15,7.0
1.0,1.0,1,0.0,4.0,0.0,10.0,2.0,2.95,7.0
0.0,1.0,0,0.0,2.0,1.0,9.0,8.0,4.8,28.0
4.0,1.0,2,3.0,3.0,1.0,9.0,6.0,5.0,8.0
2.0,1.0,1,1.0,2.0,1.0,10.0,10.0,3.6,20.0
2.0,1.0,1,1.0,2.0,1.0,13.0,8.0,1.67,11.0
1.0,1.0,0,0.0,5.0,1.0,5.0,3.0,2.25,11.0
3.0,1.0,2,2.0,5.0,1.0,13.0,12.0,2.2,15.0
1.0,1.0,1,0.0,4.0,0.0,11.0,2.0,4.75,4.0
0.0,2.0,0,0.0,5.0,1.0,15.0,1.0,2.2,9.0
3.0,1.0,2,3.0,3.0,1.0,13.0,7.0,5.0,17.0
2.0,1.0,1,0.0,4.0,0.0,12.0,3.0,11.0,15.0
3.0,0.0,2,2.0,1.0,0.0,22.0,8.0,14.5,15.0
2.0,1.0,1,0.0,3.0,0.0,7.0,7.0,3.7,22.0
2.0,4.0,0,1.0,8.0,3.0,10.0,8.0,3.3,16.0
1.0,2.0,0,0.0,3.0,1.0,15.0,3.0,3.1,13.0
0.0,1.0,1,0.0,4.0,0.0,16.0,2.0,3.0,13.0
2.0,1.0,1,1.0,7.0,1.0,12.0,4.0,2.7,14.0
0.0,1.0,0,0.0,5.0,1.0,10.0,1.0,1.5,3.0
5.0,0.0,2,4.0,4.0,0.0,4.0,11.0,2.8,12.0
4.0,2.0,2,2.0,2.0,1.0,12.0,10.0,3.1,20.0
4.0,4.0,1,1.0,9.0,1.0,10.0,10.0,2.65,29.0
4.0,1.0,2,3.0,5.0,0.0,13.0,6.0,4.0,11.0
4.0,2.0,2,3.0,7.0,1.0,12.0,7.0,2.05,10.0
2.0,1.0,2,1.0,4.0,0.0,17.0,6.0,4.33,16.0
2.0,0.0,2,2.0,4.0,0.0,13.0,6.0,5.0,19.0
1.0,0.0,2,1.0,3.0,0.0,10.0,4.0,3.7,13.0
0.0,2.0,0,0.0,5.0,1.0,13.0,5.0,2.3,9.0
2.0,5.0,0,0.0,6.0,2.0,16.0,9.0,3.0,20.0
1.0,1.0,1,1.0,5.0,1.0,13.0,6.0,2.45,12.0
3.0,2.0,2,2.0,5.0,1.0,8.0,4.0,5.75,18.0
2.0,0.0,2,1.0,3.0,0.0,11.0,4.0,5.5,9.0
1.0,3.0,0,0.0,7.0,3.0,10.0,5.0,4.6,12.0
3.0,2.0,1,2.0,7.0,2.0,12.0,6.0,7.25,15.0
1.0,2.0,0,0.0,4.0,1.0,12.0,2.0,1.87,5.0
3.0,2.0,2,2.0,3.0,1.0,9.0,5.0,2.75,12.0
2.0,1.0,2,2.0,6.0,0.0,17.0,4.0,2.2,10.0
4.0,2.0,2,2.0,2.0,1.0,6.0,8.0,6.5,19.0
